ID|BRAND|MODEL|VARIANT|ENGINE|TRANSMISSION|FUEL|MILEAGE|PRICE|SEATS|URL
1|Maruti|Swift|LXI|1197|Manual|Petrol|22|5.14|5|https://www.cardekho.com/maruti/swift
3|Maruti|Swift|VXI|1197|Manual|Petrol|22|6.14|5|https://www.cardekho.com/maruti/swift
5|Maruti|Baleno|Sigma|1197|Manual|Petrol|21.4|5.58|5|https://www.cardekho.com/carmodels/Maruti/Maruti_Baleno
6|Maruti|Baleno|Delta|1197|Manual|Petrol|21.4|6.36|5|https://www.cardekho.com/carmodels/Maruti/Maruti_Baleno
12|Maruti|Dzire|LXI 1.2|1197|Manual|Petrol|22|5.82|5|https://www.cardekho.com/maruti/swift-dzire
14|Maruti|Dzire|VXI 1.2|1197|Manual|Petrol|22|6.73|5|https://www.cardekho.com/maruti/swift-dzire
15|Maruti|Dzire|ZXI 1.2|1197|Manual|Petrol|22|7.32|5|https://www.cardekho.com/maruti/swift-dzire
17|Maruti|Dzire|AMI ZXI|1197|Automatic|Petrol|22|7.79|5|https://www.cardekho.com/maruti/swift-dzire
18|Hyundai|Venue|E|1197|Manual|Petrol|17.52|6.5|5|https://www.cardekho.com/hyundai/venue
19|Hyundai|Venue|S|1197|Manual|Petrol|17.52|7.2|5|https://www.cardekho.com/hyundai/venue
21|Hyundai|Venue|S Turbo|998|Manual|Petrol|18.27|8.21|5|https://www.cardekho.com/hyundai/venue
23|Hyundai|Venue|S Turbo DCT|998|Automatic|Petrol|18.15|9.35|5|https://www.cardekho.com/hyundai/venue
24|Hyundai|Venue|SX Turbo|998|Manual|Petrol|18.27|9.54|5|https://www.cardekho.com/hyundai/venue
26|Hyundai|Venue|SX Opt Turbo|998|Manual|Petrol|18.27|10.6|5|https://www.cardekho.com/hyundai/venue
28|Hyundai|Venue|SX Plus Turbo DCT|998|Automatic|Petrol|18.15|11.1|5|https://www.cardekho.com/hyundai/venue
29|Hyundai|Elite i20|Era|1197|Manual|Petrol|18.6|5.52|5|https://www.cardekho.com/carmodels/Hyundai/Hyundai_i20
30|Hyundai|Elite i20|Magna Plus|1197|Manual|Petrol|18.6|6.27|5|https://www.cardekho.com/carmodels/Hyundai/Hyundai_i20
32|Hyundai|Elite i20|Sportz Plus|1197|Manual|Petrol|18.6|7.14|5|https://www.cardekho.com/carmodels/Hyundai/Hyundai_i20
33|Hyundai|Elite i20|Sportz Plus Dual Tone|1197|Manual|Petrol|18.6|7.44|5|https://www.cardekho.com/carmodels/Hyundai/Hyundai_i20
35|Hyundai|Elite i20|ASta Option|1197|Manual|Petrol|18.6|8.08|5|https://www.cardekho.com/carmodels/Hyundai/Hyundai_i20
36|Hyundai|Elite i20|Sportz plus CVT|1197|Automatic|Petrol|17.4|8.24|5|https://www.cardekho.com/carmodels/Hyundai/Hyundai_i20
39|Hyundai|Elite i20|Asta Option CVT|1197|Automatic|Petrol|17.4|9.13|5|https://www.cardekho.com/carmodels/Hyundai/Hyundai_i20
47|Mahindra|XUV300|W4|1197|Manual|Petrol|17|8.1|5|https://www.cardekho.com/mahindra/xuv300
49|Mahindra|XUV300|W6|1197|Manual|Petrol|17|8.95|5|https://www.cardekho.com/mahindra/xuv300
52|Mahindra|XUV300|W8|1197|Manual|Petrol|17|10.4|5|https://www.cardekho.com/mahindra/xuv300
55|Mahindra|XUV300|W8 Option|1197|Manual|Petrol|17|11.64|5|https://www.cardekho.com/mahindra/xuv300
56|Mahindra|XUV300|W8 Option Dual Tone|1197|Manual|Petrol|17|11.79|5|https://www.cardekho.com/mahindra/xuv300
89|Mahindra|KUV100 NXT|G80 K2|1198|Manual|Petrol|18.15|4.88|6|https://www.cardekho.com/mahindra/kuv-100
90|Mahindra|KUV100 NXT|G80 K2 Plus|1198|Manual|Petrol|18.15|5.32|6|https://www.cardekho.com/mahindra/kuv-100
91|Mahindra|KUV100 NXT|G80 K4 Plus 5Str|1198|Manual|Petrol|18.15|5.73|6|https://www.cardekho.com/mahindra/kuv-100
92|Mahindra|KUV100 NXT|G80 K4 Plus|1198|Manual|Petrol|18.15|5.79|6|https://www.cardekho.com/mahindra/kuv-100
95|Mahindra|KUV100 NXT|G80 K6 Plus|1198|Manual|Petrol|18.15|6.31|6|https://www.cardekho.com/mahindra/kuv-100
96|Mahindra|KUV100 NXT|G80 K6 Plus 5Str|1198|Manual|Petrol|18.15|6.31|6|https://www.cardekho.com/mahindra/kuv-100
99|Mahindra|KUV100 NXT|G80 K8 5Str|1198|Manual|Petrol|18.15|6.87|6|https://www.cardekho.com/mahindra/kuv-100
100|Mahindra|KUV100 NXT|G80 K8|1198|Manual|Petrol|18.15|6.93|6|https://www.cardekho.com/mahindra/kuv-100
101|Mahindra|KUV100 NXT|G80 K8 Dual Tone|1198|Manual|Petrol|18.15|7.01|6|https://www.cardekho.com/mahindra/kuv-100
122|Renault|Captur|1.5Petrol RXC|1498|Manual|Petrol|13.87|9.49|5|https://www.cardekho.com/renault/captur
124|Renault|Captur|Platine Dual Tone Petrol|1498|Manual|Petrol|13.87|11.99|5|https://www.cardekho.com/renault/captur
126|Renault|Triber|RXE|999|Manual|Petrol|20|4.95|7|https://www.cardekho.com/renault/triber
127|Renault|Triber|RXL|999|Manual|Petrol|20|5.49|7|https://www.cardekho.com/renault/triber
128|Renault|Triber|RXT|999|Manual|Petrol|20|5.99|7|https://www.cardekho.com/renault/triber
129|Renault|Triber|RXZ|999|Manual|Petrol|20|20.5|7|https://www.cardekho.com/renault/triber
130|Renault|Triber|RXZ AMT|999|Manual|Petrol|20.5|7|7|https://www.cardekho.com/renault/triber
138|Renault|Duster|RXE|1498|Manual|Petrol|13.9|7.99|5|https://www.cardekho.com/renault/duster
139|Renault|Duster|RXS|1498|Manual|Petrol|13.9|9.19|5|https://www.cardekho.com/renault/duster
142|Renault|Duster|RXS Option CVT|1498|Automatic|Petrol|13.9|9.99|5|https://www.cardekho.com/renault/duster
147|Renault|KWID|STD|799|Manual|Petrol|25.17|2.83|5|https://www.cardekho.com/carmodels/Renault/Renault_KWID
148|Renault|KWID|RXE|799|Manual|Petrol|25.17|3.53|5|https://www.cardekho.com/carmodels/Renault/Renault_KWID
149|Renault|KWID|RXL|799|Manual|Petrol|25.17|3.83|5|https://www.cardekho.com/carmodels/Renault/Renault_KWID
150|Renault|KWID|RXT|799|Manual|Petrol|25.17|4.13|5|https://www.cardekho.com/carmodels/Renault/Renault_KWID
151|Renault|KWID|1.0 RXT|999|Manual|Petrol|23.01|4.33|5|https://www.cardekho.com/carmodels/Renault/Renault_KWID
152|Renault|KWID|1.0 RXT Opt|999|Manual|Petrol|23.01|4.4|5|https://www.cardekho.com/carmodels/Renault/Renault_KWID
153|Renault|KWID|Climber 1.0 MT|999|Manual|Petrol|23.01|4.54|5|https://www.cardekho.com/carmodels/Renault/Renault_KWID
154|Renault|KWID|Climber 1.0 MT Opt|999|Manual|Petrol|23.01|4.62|5|https://www.cardekho.com/carmodels/Renault/Renault_KWID
155|Renault|KWID|1.0 RXT AMT|999|Automatic|Petrol|24.04|4.63|5|https://www.cardekho.com/carmodels/Renault/Renault_KWID
156|Renault|KWID|1.0 RXT AMT Opt|999|Automatic|Petrol|24.04|4.7|5|https://www.cardekho.com/carmodels/Renault/Renault_KWID
157|Renault|KWID|Climber 1.0 AMT|999|Automatic|Petrol|24.04|4.84|5|https://www.cardekho.com/carmodels/Renault/Renault_KWID
158|Renault|KWID|Climber 1.0 AMT Opt|999|Automatic|Petrol|24.04|4.92|5|https://www.cardekho.com/carmodels/Renault/Renault_KWID
159|Ford|ECOSPORT|Ambiente 1.5L Ti-Vct|1497|Manual|Petrol|17|7.81|5|https://www.cardekho.com/carmodels/Ford/Ford_Ecosport
161|Ford|ECOSPORT|Trend 1.5L Ti-VCT|1497|Manual|Petrol|17|8.61|5|https://www.cardekho.com/carmodels/Ford/Ford_Ecosport
163|Ford|ECOSPORT|Titanium 1.5L Ti-VCT|1497|Manual|Petrol|17|9.4|5|https://www.cardekho.com/carmodels/Ford/Ford_Ecosport
165|Ford|ECOSPORT|Titanium+1.5L Ti-VCT|1497|Manual|Petrol|16.3|10.3|5|https://www.cardekho.com/carmodels/Ford/Ford_Ecosport
166|Ford|ECOSPORT|Thunder Edtion Petrol|1497|Manual|Petrol|17|10.3|5|https://www.cardekho.com/carmodels/Ford/Ford_Ecosport
169|Ford|ECOSPORT|S Petrol|999|Manual|Petrol|18.1|10.85|5|https://www.cardekho.com/carmodels/Ford/Ford_Ecosport
170|Ford|ECOSPORT|Titanium+1.5L Ti-VCT|1497|Automatic|Petrol|14.8|11.2|5|https://www.cardekho.com/carmodels/Ford/Ford_Ecosport
172|Ford|FIGO|Ambiente 1.2 Ti-VCT|1194|Manual|Petrol|20.4|5.23|5|https://www.cardekho.com/carmodels/Ford/Ford_Figo
173|Ford|FIGO|Titanium 1.2 Ti-VCT MT|1194|Manual|Petrol|20.4|6|5|https://www.cardekho.com/carmodels/Ford/Ford_Figo
175|Ford|FIGO|Titanium Blu 1.2 Ti-VCT|1194|Manual|Petrol|20.4|6.65|5|https://www.cardekho.com/carmodels/Ford/Ford_Figo
179|Ford|ASPIRE|Ambiente 1.2 Ti-VCT|1194|Manual|Petrol|20.4|5.89|5|https://www.cardekho.com/ford/figo-aspire
180|Ford|ASPIRE|Trend 1.2 Ti-VCT|1194|Manual|Petrol|20.4|6.54|5|https://www.cardekho.com/ford/figo-aspire
181|Ford|ASPIRE|Trend 1.2 Plus Ti-VCT|1194|Manual|Petrol|20.4|6.88|5|https://www.cardekho.com/ford/figo-aspire
184|Ford|ASPIRE|Titanium 1.2 Ti-VCT|1194|Manual|Petrol|19.4|7.28|5|https://www.cardekho.com/ford/figo-aspire
185|Ford|ASPIRE|Titanium Blu 1.2 Ti-VCT|1194|Manual|Petrol|20.4|7.52|5|https://www.cardekho.com/ford/figo-aspire
187|Ford|ASPIRE|Titanium Plus 1.2 Ti-VCT|1194|Manual|Petrol|19.4|7.73|5|https://www.cardekho.com/ford/figo-aspire
191|Ford|ASPIRE|Titanium 1.5 Ti-VCT AT|1497|Automatic|Petrol|16.3|9.01|5|https://www.cardekho.com/ford/figo-aspire
192|Ford|FREESTYLE|Ambiente 1.2 Ti-VCT|1194|Manual|Petrol|19|5.82|5|https://www.cardekho.com/ford/freestyle
194|Ford|FREESTYLE|Trend Plus 1.2 Ti-VCT|1194|Manual|Petrol|19|6.72|5|https://www.cardekho.com/ford/freestyle
195|Ford|FREESTYLE|Titanium 1.2 Ti-VCT|1194|Manual|Petrol|19|7.12|5|https://www.cardekho.com/ford/freestyle
197|Ford|FREESTYLE|Titanium Plus 1.2 Ti-VCT|1194|Manual|Petrol|19|7.47|5|https://www.cardekho.com/ford/freestyle
202|BMW|X1|sDrive20i xLine|1998|Automatic|Petrol|15.71|38.3|5|https://www.cardekho.com/carmodels/BMW/BMW_X1
208|BMW|X7|xDrive 40i|2998|Automatic|Petrol|10.54|98.9|7|https://www.cardekho.com/bmw/x7
212|BMW|X3|xDrive 30i Luxury Line|1998|Automatic|Petrol|13.32|58.8|5|https://www.cardekho.com/carmodels/BMW/BMW_X3
214|BMW|5 Series|530i M Sport|1998|Automatic|Petrol|15.01|59.2|5|https://www.cardekho.com/carmodels/BMW/BMW_5_Series
216|BMW|X6|xDrive 35i M Sport|2979|Automatic|Petrol|10.88|92.2|5|https://www.cardekho.com/carmodels/BMW/BMW_X6
222|BMW|M Series|M4|2979|Automatic|Petrol|10.99|135|5|https://www.cardekho.com/carmodels/BMW/BMW_M_Series
223|BMW|M Series|M5|4395|Automatic|Petrol|9.52|143|5|https://www.cardekho.com/carmodels/BMW/BMW_M_Series
226|BMW|X5|xDrive 40i M Sport|2998|Automatic|Petrol|11.24|82.4|5|https://www.cardekho.com/carmodels/BMW/BMW_X5
229|BMW|3 Series|330i M Sport|1998|Automatic|Petrol|16.13|47.9|5|https://www.cardekho.com/carmodels/BMW/BMW_3_Series
232|BMW|3 Series GT|M Sport Petrol|1998|Automatic|Petrol|15.34|50.7|5|https://www.cardekho.com/carmodels/BMW/BMW_3_Series
233|Jeep|Compass|1.4 Sport|1368|Manual|Petrol|16|15.6|5|https://www.cardekho.com/jeep/compass
234|Jeep|Compass|1.4 Sport Plus|1368|Manual|Petrol|16|15.99|5|https://www.cardekho.com/jeep/compass
240|Jeep|Compass|1.4 Longitude Option|1368|Automatic|Petrol|16|19|5|https://www.cardekho.com/jeep/compass
242|Jeep|Compass|1.4 Limited|1368|Automatic|Petrol|16|19.96|5|https://www.cardekho.com/jeep/compass
246|Jeep|Compass|1.4 Limited Option Black|1368|Automatic|Petrol|16|20.7|5|https://www.cardekho.com/jeep/compass
249|Jeep|Compass|1.4 Limited Plus|1368|Manual|Petrol|16|21.67|5|https://www.cardekho.com/jeep/compass
254|Jeep|Grand Cherokee|Summit Petrol|3604|Automatic|Petrol|12.8|78.88|5|https://www.cardekho.com/jeep/grand-cherokee
256|Jeep|Grand Cherokee|SRT 4*4|2998|Automatic|Petrol|5.5|114|5|https://www.cardekho.com/jeep/grand-cherokee
257|Audi|Q3|30 TFSI Premium FWD|1395|Automatic|Petrol|16.9|34.75|5|https://www.cardekho.com/carmodels/Audi/Audi_Q3
262|Audi|A3|35 TFSI Premium Plus|1395|Automatic|Petrol|19.2|28.99|5|https://www.cardekho.com/carmodels/Audi/Audi_A3
264|Audi|A3|35 TFSI Technology|1395|Automatic|Petrol|19.2|30.99|5|https://www.cardekho.com/carmodels/Audi/Audi_A3
266|Audi|Q7|45 TFSI Premium Plus|2967|Automatic|Petrol|13.55|73.82|7|https://www.cardekho.com/audi/q7
268|Audi|Q7|45 TFSI Technology|2967|Automatic|Petrol|13.55|81.1|7|https://www.cardekho.com/audi/q7
269|Audi|Q7|45 TFSI Black Edition|1984|Automatic|Petrol|13.55|82.15|7|https://www.cardekho.com/audi/q7
272|Audi|A4|30 TFSI Premium Plus|1395|Automatic|Petrol|17.84|41.49|5|https://www.cardekho.com/carmodels/Audi/Audi_A4
274|Audi|A4|30 TFSI Technology|1395|Automatic|Petrol|17.84|45.07|5|https://www.cardekho.com/carmodels/Audi/Audi_A4
276|Audi|A6|35 TFSI Matrix|1798|Automatic|Petrol|15.26|50.01|5|https://www.cardekho.com/carmodels/Audi/Audi_A6
278|Maruti|Alto 800|STD|796|Manual|Petrol|24.7|2.93|5|https://www.cardekho.com/carmodels/Maruti/Maruti_Alto_800
279|Maruti|Alto 800|LXI|796|Manual|Petrol|24.7|3.6|5|https://www.cardekho.com/carmodels/Maruti/Maruti_Alto_800
280|Maruti|Alto 800|LXI Opt|796|Manual|Petrol|24.7|3.64|5|https://www.cardekho.com/carmodels/Maruti/Maruti_Alto_800
281|Maruti|Alto 800|VXI|796|Manual|Petrol|24.7|3.81|5|https://www.cardekho.com/carmodels/Maruti/Maruti_Alto_800
284|Maruti|Celerio|LDi|998|Manual|Petrol|23.1|4.41|5|https://www.cardekho.com/carmodels/Maruti/Maruti_Celerio
285|Maruti|Celerio|LXI Optional MT|998|Manual|Petrol|23.1|4.49|5|https://www.cardekho.com/carmodels/Maruti/Maruti_Celerio
286|Maruti|Celerio|VXI MT|998|Manual|Petrol|23.1|4.8|5|https://www.cardekho.com/carmodels/Maruti/Maruti_Celerio
287|Maruti|Celerio|VXI Optional MT|998|Manual|Petrol|23.1|4.87|5|https://www.cardekho.com/carmodels/Maruti/Maruti_Celerio
288|Maruti|Celerio|ZXI MT|998|Manual|Petrol|23.1|5.05|5|https://www.cardekho.com/carmodels/Maruti/Maruti_Celerio
289|Maruti|Celerio|AMT VXI|998|Automatic|Petrol|23.1|5.23|5|https://www.cardekho.com/carmodels/Maruti/Maruti_Celerio
290|Maruti|Celerio|AMT VXI Optional|998|Automatic|Petrol|23.1|5.3|5|https://www.cardekho.com/carmodels/Maruti/Maruti_Celerio
292|Maruti|Celerio|ZXI Optional MT|998|Manual|Petrol|23.1|5.46|5|https://www.cardekho.com/carmodels/Maruti/Maruti_Celerio
293|Maruti|Celerio|AMT ZXI|998|Automatic|Petrol|23.1|5.48|5|https://www.cardekho.com/carmodels/Maruti/Maruti_Celerio
295|Maruti|Celerio|AMT ZXI Optional|998|Automatic|Petrol|23.1|5.58|5|https://www.cardekho.com/carmodels/Maruti/Maruti_Celerio
296|Maruti|Alto K10|LX|998|Manual|Petrol|23.95|3.75|5|https://www.cardekho.com/maruti/alto-k10
297|Maruti|Alto K10|LXI|998|Manual|Petrol|23.95|3.92|5|https://www.cardekho.com/maruti/alto-k10
298|Maruti|Alto K10|VXI|998|Manual|Petrol|23.95|4.09|5|https://www.cardekho.com/maruti/alto-k10
299|Maruti|Alto K10|VXI Optional|998|Manual|Petrol|23.95|4.22|5|https://www.cardekho.com/maruti/alto-k10
300|Maruti|Alto K10|VXI AGS|998|Automatic|Petrol|23.95|4.53|5|https://www.cardekho.com/maruti/alto-k10
306|Maruti|Ignis|Sigma|1197|Manual|Petrol|20.89|4.87|5|https://www.cardekho.com/carmodels/Maruti/Maruti_Ignis
307|Maruti|Ignis|Delta|1197|Manual|Petrol|20.89|5.48|5|https://www.cardekho.com/carmodels/Maruti/Maruti_Ignis
308|Maruti|Ignis|Zeta|1197|Manual|Petrol|20.89|5.9|5|https://www.cardekho.com/carmodels/Maruti/Maruti_Ignis
309|Maruti|Ignis|AMT Delta|1197|Automatic|Petrol|20.89|5.95|5|https://www.cardekho.com/carmodels/Maruti/Maruti_Ignis
310|Maruti|Ignis|AMT Zeta|1197|Automatic|Petrol|20.89|6.37|5|https://www.cardekho.com/carmodels/Maruti/Maruti_Ignis
311|Maruti|Ignis|Alpha|1197|Manual|Petrol|20.89|6.75|5|https://www.cardekho.com/carmodels/Maruti/Maruti_Ignis
312|Maruti|Ignis|AMT Alpha|1197|Automatic|Petrol|20.89|7.22|5|https://www.cardekho.com/carmodels/Maruti/Maruti_Ignis
313|Honda|City|i-VTEC SV|1497|Manual|Petrol|17.4|9.81|5|https://www.cardekho.com/carmodels/Honda/Honda_City
314|Honda|City|i-VTEC V|1497|Manual|Petrol|17.4|10.5|5|https://www.cardekho.com/carmodels/Honda/Honda_City
316|Honda|City|i-VTEC VX|1497|Manual|Petrol|17.4|11.67|5|https://www.cardekho.com/carmodels/Honda/Honda_City
318|Honda|City|i-VTEC CVT V|1497|Automatic|Petrol|18.0|11.86|5|https://www.cardekho.com/carmodels/Honda/Honda_City
319|Honda|City|i-VTEC ZX|1497|Manual|Petrol|17.14|12.86|5|https://www.cardekho.com/carmodels/Honda/Honda_City
321|Honda|City|i-VTEC CVT VX|1497|Automatic|Petrol|18.0|12.97|5|https://www.cardekho.com/carmodels/Honda/Honda_City
323|Honda|City|i-VTEC CVT ZX|1497|Automatic|Petrol|18.0|14.16|5|https://www.cardekho.com/carmodels/Honda/Honda_City
324|Honda|Amaze|E Petrol|1199|Manual|Petrol|19.5|5.93|5|https://www.cardekho.com/carmodels/Honda/Honda_Amaze
325|Honda|Amaze|S Petrol|1199|Manual|Petrol|19.5|6.73|5|https://www.cardekho.com/carmodels/Honda/Honda_Amaze
327|Honda|Amaze|V Petrol|1199|Manual|Petrol|19.5|7.33|5|https://www.cardekho.com/carmodels/Honda/Honda_Amaze
328|Honda|Amaze|S CVT Petrol|1199|Automatic|Petrol|19.0|7.63|5|https://www.cardekho.com/carmodels/Honda/Honda_Amaze
329|Honda|Amaze|VX Petrol|1199|Manual|Petrol|19.5|7.81|5|https://www.cardekho.com/carmodels/Honda/Honda_Amaze
331|Honda|Amaze|Exclusive Petrol|1199|Manual|Petrol|19.5|7.94|5|https://www.cardekho.com/carmodels/Honda/Honda_Amaze
332|Honda|Amaze|Ace Edition Petrol|1199|Manual|Petrol|19.5|7.94|5|https://www.cardekho.com/carmodels/Honda/Honda_Amaze
333|Honda|Amaze|V CVT Petrol|1199|Automatic|Petrol|19.0|8.23|5|https://www.cardekho.com/carmodels/Honda/Honda_Amaze
335|Honda|Amaze|VX CVT Petrol|1199|Automatic|Petrol|19.0|8.64|5|https://www.cardekho.com/carmodels/Honda/Honda_Amaze
337|Honda|Amaze|Ace Edition CVT Petrol|1199|Automatic|Petrol|19.0|8.77|5|https://www.cardekho.com/carmodels/Honda/Honda_Amaze
344|Honda|Civic|V1|799|Automatic|Petrol|16.5|17.93|5|https://www.cardekho.com/honda/civic
345|Honda|Civic|VX|1799|Automatic|Petrol|16.5|19.44|5|https://www.cardekho.com/honda/civic
347|Honda|Civic|ZX|1799|Automatic|Petrol|16.5|21.24|5|https://www.cardekho.com/honda/civic
349|Honda|WRV|WR-V Edge Edition i-VTEC S|1199|Manual|Petrol|17.5|8.16|5|https://www.cardekho.com/honda/wr-v
350|Honda|WRV|i-VTEC S|1199|Manual|Petrol|17.5|8.23|5|https://www.cardekho.com/honda/wr-v
351|Honda|WRV|i-VTEC VX|1199|Manual|Petrol|17.5|9.33|5|https://www.cardekho.com/honda/wr-v
353|Honda|WRV|WR-V Exclusive Petrol|1199|Manual|Petrol|17.5|9.43|5|https://www.cardekho.com/honda/wr-v
357|Datsun|redi-GO|D|799|Manual|Petrol|22.7|2.82|5|https://www.cardekho.com/overview/Datsun_RediGO/Datsun_RediGO_D.htm